target_path	sha256	size_bytes	live_stock_status	live_stock_source
recovery/root/system/lib64/libgpt.so	023f3fe9c1c01a35a6f24d142da38d33bc2eb267696355dca342deabfcf8993a	68200	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libidl.so	d7b27ec5ec6c19738aae0a799d3818496ef9e70743dea1c8fb22897e96802dfc	51912	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libion.so	a180b893980ffcd5b5bcff931d67bcfa348077f6caf0a67c62d699302feeb8e6	51232	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libkeymasterdeviceutils.so	1a5d66a91db5e28e50fad323342df78737251bf55e47608abe718b02f072cc49	51728	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libkeymasterutils.so	f99e02f911df2588838faf86e826a4479131465b6a1315be771ee0478210e56d	269048	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/liblenovokeymint_qti.so	fa6d3d9ee2ea16f78b53731b51be73e20200977e2f8a48a9bf0774d048d67af5	120976	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libmdmdetect.so	10ff024a8bdb7ceacf0f56d8a63ba4a20625cbd98f3a338491294892a00ee7d3	51968	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libminkdescriptor.so	abfd2b9042485cbc3d3d292eae47d9b056e7b957ac24c3c1ad0df269bcfde5e3	85512	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libminksocket_vendor.so	d1a3a39331197f608b5737844bea1c5dfff41aa89ade57b6f548a58034eed28f	185472	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libnetutils.so	eea3d64744143d626aee2d00541f14e064faab9c8cdb8bfe50087b2699d848d4	68584	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libnicm.so	6e15ba96cbeb6454b311c9e012fcc4ec4d7df95e9cce9e95458f8a8f22f98a48	52296	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libnicm_dsi.so	e3030c6b68080fc753d2f6df5956707200becc7a059c7e56f7e54844916a2d70	68296	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libnicm_utils.so	346947d8fc141b565f728c29cc97840fe9137b73754bbe807fedbc2a7ea394cb	222928	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libops.so	52b7956a1513df79f8832c73cb1d0bcecd80039256be9306da57a1bced30bc50	51920	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libpalclient.so	508cacd4ef30c1562825f91c72b774d1a783602202b0fe6837d090569cd5f890	185432	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libprotobuf-cpp-lite-21.12.so	aafaa0d280b96b536ee08048cebbd6ed50a77adef374de796c4fff2635ffd093	595312	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqcbor.so	c8465439937f4fc019ab2312c4fccf291c6a5cf47b908c5431ee8a685ce219c4	52024	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqdi.so	6e1d7da5c9e8400637dd2a859342a4fe2b0c3a98b46aa4dcda404e182bf24b7d	199648	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqisl.so	819b0c27c88dd0704635533ba7fcd83e3b673eee12f19b9ccf5f9b6bf2f262f5	52000	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi.so	890b4a7d64fdd9fff13add3a5a79c609d9672c7a956e06a53ad2fdd6385ed407	333504	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_cci.so	c0cc1bdb295e012b9391b6880f5bd4f06b880444ad8b7bbef2b94276d13f983f	102160	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_client_helper.so	ec7e8d0be175329d2f5731daa2938450039b7a43abba13d91c0634b963924960	38152	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_client_qmux.so	193288f0e7e82a145dbc57952f8f8acd0fc5404c62f14fe7e2525ebfd21b95ed	68784	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_common_so.so	bebe076005437dff6b8decbb13564159994bec900e48b3601d6cc5f89a0d99e8	51328	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_csi.so	83618207235908e991513ff46ce5b2f63b967aeb280d5816e2e4d33ce5db7e4c	69208	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmi_encdec.so	d55f8998ad95e245fa373cd9b31172d1917fb3ae4aa4254b91557055fb501eae	51928	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqmiservices.so	f0b05cc11410f8ca330ab2f52c4c833c4a0eef16dfafa6e504c0e7cdc7a9e556	202472	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqrtr.so	ffde130127e6e237dbefa59400c9f6a715a42d1593398cca49e4512d80cdd731	52112	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqti-utils.so	e38389f729e6a169f62e30716360a56659269026481bf384072f6139e12e216a	35320	EXACT	/vendor/lib64/libqti-utils.so
recovery/root/system/lib64/libqtivibratoreffect.so	6acd2b0f40c26ffa3da354dd0e1e43ec7cf8ec915f957151098f02a00c26c11a	35432	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libqtivibratoreffectoffload.so	6f30ddce3b7a1b9bbfc5f4ed78e7805ac17db988704f3b66ee8e7242cfda04bd	35368	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/librecovery_updater.so	75a26995cefbfb400a7d3ca236e31a33f6bd085ac80687ae54b449ea03fdd4a5	135248	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/librpmb.so	9bfb32089e4c3e71eb3aa2fa6ceebc659376551e5247638779a9bd3fb91f7458	86080	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libseclog.so	3a9a6626949bbd203ae780a91c404d497973807880c2b756e082e96b2988c1e5	51464	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libsoc_helper.so	209686e4ab2ce72b0c1e0722888552d9d2457d36096b792a067f93a20a6e0642	35368	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libspcom.so	76719aece71759673d414afb08463eb28e10507e3cbf3bb5e7e5927c6d27b50f	184560	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libspl.so	535351dc2ca4012d2592bcb2cc100cc8abfdeb2e77d4df4a935327815f489e84	51424	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libspukeymint.so	6d36c4ab8f327a3432478c121539efe5192592e0deee8384f1e0372cdf417c86	273856	EXACT	/vendor/lib64/libspukeymint.so
recovery/root/system/lib64/libspukeymintdeviceutils.so	da24012d82fc6653b708ede25ecc04f91cb221dd36cebe820664d6d983b9bad0	84928	EXACT	/vendor/lib64/libspukeymintdeviceutils.so
recovery/root/system/lib64/libspukeymintprovision.so	e0cfc7afb0a811405cef41c0ec36722e9de9e4cbf7e46e7ac86afdb9e8b3f196	101320	EXACT	/vendor/lib64/libspukeymintprovision.so
recovery/root/system/lib64/libspukeymintutils.so	f690acea52ba60de0f00557532efce0e35112f065e3fc30428de975cb1ef8a7f	269640	EXACT	/vendor/lib64/libspukeymintutils.so
recovery/root/system/lib64/libspuprovisionids.so	45490745c537662859170103967260b4436d3769cb3212fe702b015b6e0c16f2	68376	EXACT	/vendor/lib64/libspuprovisionids.so
recovery/root/system/lib64/libspuqtigatekeeper.so	2e19f1bfde174db0cb3dce7fd403c2443a31dd9790ca675e97329cde4e46fba1	101912	EXACT	/vendor/lib64/hw/libspuqtigatekeeper.so
recovery/root/system/lib64/libssd.so	466067585f8f8bdb06a5b73581255ff2609656a4a87f63fb9b6a7ffa5fdc6bc5	51432	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libtaautoload.so	f9e7af4174b9f4814091843d9ab9d485783ef5cfa6e47d19ca077b0ebb6145c9	84968	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libtime_genoff.so	c3070f2f05cbf0ab2c00d61844b15ecae5e53319a9c89db579f8418d7cbb0893	51672	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libvmmem.so	834938f12eeb8828d396acfa980381bad52d85054ecb7bf1f7c29dc41e7cf6d1	68672	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/libxml.so	b114bb9c2801a47781882f3306c01138b21c2ceb1bebdabc59e577e8c49f0167	68816	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.aac.hardware.richtap.vibrator-V1-ndk_platform.so	5ae8e0677cafe57a9f1642c86dc46a4f28727bdf09340920e35a71c638455443	102216	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.display.config-V7-ndk.so	11d834503923a184d493938cad39052f443c5dcbc108f47d11372696ff45acc2	184336	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.pal-V1-ndk.so	87cb2ea4185118bf15c7efa9e243a4c922cb98f9387077c72e43fdd0a1c2017a	185152	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.spu-V2-ndk.so	4ee7af7bda1cc00298634cfabe3460502bab357261a57e42d447e8a542bbf396	168728	EXACT	/vendor/lib64/vendor.qti.hardware.spu-V2-ndk.so
recovery/root/system/lib64/vendor.qti.hardware.vibrator.impl.so	dab46087fe701d6c414a07f3b74c406dec6bd15b99274ca49fed4be655d3baa4	51872	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.vibratorCL.impl.so	d1dc72f78d0f88b789f0769011e54c3bb35a84ac540ebf7a5e0b9e1eb4e43fc7	102024	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.vibratorOL.impl.so	df6e56075412951ec775ecb3d5bb97d57b355b055bfc3d549f2f6cfc8dbaed2c	85288	NO_EXACT_LIVE_MATCH	
recovery/root/system/lib64/vendor.qti.hardware.vibratorSel.impl.so	b1ab807265f86d27a59f522bc6d280e22f4b1effafbc97e8cdc7b3f41d420ac5	52112	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/haptic_ram.bin	84598d2a5130f7fe6bccba5cfbcafa1341d2d5bfe2f7d1361142cb78783ce79d	1436	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/haptic_rtp.bin	6b26749d456e8e358bd73d1033b90b465b91f406d2d2f02d29414ac78c7d1154	14117	EXACT	/vendor/firmware/haptic_rtp.bin
recovery/root/vendor/firmware/haptic_rtp_auto_sin.bin	7d06e49ff36673e7da6b7ea93daa56ca52728cb3f829379edfcc13abdde263c3	100	EXACT	/vendor/firmware/haptic_rtp_auto_sin.bin
recovery/root/vendor/firmware/haptic_rtp_dual_test.bin	226b77c0cdf39a7c4a8691bb1b1adc6d5807f4c84183949c6b7fdaf426909dab	18894	EXACT	/vendor/firmware/haptic_rtp_dual_test.bin
recovery/root/vendor/firmware/haptic_rtp_lighthouse.bin	75363c03e626fa05b1a7bdbe7e7b9c38b43456db1a64b6d3637f4b020200818c	1444518	EXACT	/vendor/firmware/haptic_rtp_lighthouse.bin
recovery/root/vendor/firmware/haptic_rtp_osc_24K_5s.bin	9a413b131ecf0ccfb02a837ddb33766d8604cc00da7937b79bd363b53c8d7d86	120000	EXACT	/vendor/firmware/haptic_rtp_osc_24K_5s.bin
recovery/root/vendor/firmware/haptic_rtp_silk.bin	75363c03e626fa05b1a7bdbe7e7b9c38b43456db1a64b6d3637f4b020200818c	1444518	EXACT	/vendor/firmware/haptic_rtp_silk.bin
recovery/root/vendor/firmware/novatek_ts_csot_3k_fw.bin	413216d0e8738078414fa681262439ab6d1c181f02974215e0394f102fcc08dc	253952	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/novatek_ts_csot_3k_mp.bin	0e0f0f14ace4edac04f2ad1ca0d627d4e9658dbe20ce4218303ebda4806bcc29	253952	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/novatek_ts_csot_fw.bin	d668c0cdc69dccb007db8eab4a70ff003fb0e400284760731edd5b737203f5d5	196608	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/novatek_ts_csot_mp.bin	b06a359efc8c085ec13aeed810cd5c1d41413e2931569d206c8a97199da2b479	196608	NO_EXACT_LIVE_MATCH	
recovery/root/vendor/firmware/novatek_ts_fw.bin	a374ce0856f9e61bd62de955e93d2585963a0636ff7390de2248386e896c114f	253952	EXACT	/vendor/firmware/novatek_ts_fw.bin
recovery/root/vendor/firmware/novatek_ts_mp.bin	1b83ad26961e9e445b7f7bba172c0211928d64f82eea698e1685e8273b09ec30	253952	EXACT	/vendor/firmware/novatek_ts_mp.bin
